cohort	sample1	sample2	sample1_tfx	sample2_tfx	tfx_diff	sample1_ploidy	sample2_ploidy	ploidy_diff
pdmr_wes_headneck	784116--028-R--H06HG0_P1_WES	784116--028-R--H04M898M143_P2_WES	1.0	1.0	0.0	3.002	3.0	0.002
pdmr_wes_headneck	784116--028-R--H06HG0_P1_WES	784116--028-R--H06HF7W51_P2_WES	1.0	0.9742	0.026	3.002	2.99	0.012
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW3M168_P1_WES	1.0	0.9979	0.002	1.991	1.99	0.001
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW5PV3_P1_WES	1.0	1.0	0.0	1.991	2.01	0.019
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW3M168_P1_WES	0.9761	0.9979	0.022	1.994	1.99	0.004
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW5PV3_P1_WES	0.9761	1.0	0.024	1.994	2.01	0.016
pdmr_wes_headneck	832693--133-R--VW3M168_P1_WES	832693--133-R--VW5PV2F46_P2_WES	0.9979	0.996	0.002	1.99	2.0	0.01
pdmr_wes_headneck	832693--133-R--VW5PV3_P1_WES	832693--133-R--VW5PV2F46_P2_WES	1.0	0.996	0.004	2.01	2.0	0.01
pdmr_wes_headneck	832693--133-R--VW5PV2F46_P2_WES	832693--133-R--VW5PV2F44M91_P3_WES	0.996	1.0	0.004	2.0	2.006	0.006
pdmr_wes_headneck	845751--090-R--XM7_P0_WES	845751--090-R--XM7AY1_P1_WES	0.9881	0.9978	0.01	3.008	2.998	0.01
pdmr_wes_headneck	845751--090-R--XM8_P0_WES	845751--090-R--XM7AY1_P1_WES	0.8183	0.9978	0.179	3.035	2.998	0.037
pdmr_wes_headneck	845751--090-R--XM7AY1_P1_WES	845751--090-R--XM7AY3V42_P2_WES	0.9978	1.0	0.002	2.998	3.01	0.012
pdmr_wes_headneck	845751--090-R--XM7AY3V42_P2_WES	845751--090-R--XM8AA5_RG-VH4_P2_WES	1.0	1.0	0.0	3.01	3.092	0.082
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ4P73_P1_WES	0.9856	0.9968	0.011	3.081	3.032	0.049
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ4P75_P1_WES	0.9856	1.0	0.014	3.081	3.11	0.029
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ4P73_P1_WES	0.9956	0.9968	0.001	3.089	3.032	0.057
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ4P75_P1_WES	0.9956	1.0	0.004	3.089	3.11	0.021
pdmr_wes_headneck	915372--287-R--FJ4P73_P1_WES	915372--287-R--FJ6P86PG5_P2_WES	0.9968	1.0	0.003	3.032	3.049	0.017
pdmr_wes_headneck	915372--287-R--FJ4P75_P1_WES	915372--287-R--FJ6P86PG5_P2_WES	1.0	1.0	0.0	3.11	3.049	0.061
pdmr_wes_headneck	915372--287-R--FJ6P86PG5_P2_WES	915372--287-R--FJ6P86PG1M165_P3_WES	1.0	0.9935	0.006	3.049	3.048	0.001
pdmr_wes_headneck	932174--294-R--KX4_P0_WES	932174--294-R--KX3N20_P1_WES	1.0	1.0	0.0	1.981	1.987	0.006
pdmr_wes_headneck	932174--294-R--KX4_P0_WES	932174--294-R--KX4MN9_P1_WES	1.0	1.0	0.0	1.981	1.966	0.015
pdmr_wes_headneck	932174--294-R--KX3N20_P1_WES	932174--294-R--KX3N24Q81_P2_WES	1.0	1.0	0.0	1.987	1.967	0.02
pdmr_wes_headneck	932174--294-R--KX4MN9_P1_WES	932174--294-R--KX3N24Q81_P2_WES	1.0	1.0	0.0	1.966	1.967	0.001
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF1HJ3_P2_WES	1.0	1.0	0.0	2.994	3.005	0.011
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF2HK9_P2_WES	1.0	1.0	0.0	2.994	2.709	0.285
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF4HL6_P2_WES	1.0	1.0	0.0	2.994	3.009	0.015
pdmr_wes_headneck	958767--090-R--H50WF1HJ3_P2_WES	958767--090-R--H50WF1HJ6M187_P3_WES	1.0	1.0	0.0	3.005	3.02	0.015
pdmr_wes_headneck	958767--090-R--H50WF1HJ3_P2_WES	958767--090-R--H50WF2HL0M193_P3_WES	1.0	1.0	0.0	3.005	2.927	0.078
pdmr_wes_headneck	958767--090-R--H50WF2HK9_P2_WES	958767--090-R--H50WF1HJ6M187_P3_WES	1.0	1.0	0.0	2.709	3.02	0.311
pdmr_wes_headneck	958767--090-R--H50WF2HK9_P2_WES	958767--090-R--H50WF2HL0M193_P3_WES	1.0	1.0	0.0	2.709	2.927	0.218
pdmr_wes_headneck	958767--090-R--H50WF4HL6_P2_WES	958767--090-R--H50WF1HJ6M187_P3_WES	1.0	1.0	0.0	3.009	3.02	0.011
pdmr_wes_headneck	958767--090-R--H50WF4HL6_P2_WES	958767--090-R--H50WF2HL0M193_P3_WES	1.0	1.0	0.0	3.009	2.927	0.082
pdmr_wes_headneck	959717--210-R--A57AG6AV2I60_P3_WES	959717--210-R--A57AG6AV2I62IH4N31NL1_P6_WES	1.0	0.7113	0.289	2.887	2.733	0.154
pdmr_wes_headneck	959717--210-R--A57AG6AV2I60_P3_WES	959717--210-R--A59AG8AV8I72IM6N78NT1_P6_WES	1.0	1.0	0.0	2.887	3.018	0.131
pdmr_wes_headneck	959717--210-R--A58AG7AV6I69_P3_WES	959717--210-R--A57AG6AV2I62IH4N31NL1_P6_WES	1.0	0.7113	0.289	3.117	2.733	0.384
pdmr_wes_headneck	959717--210-R--A58AG7AV6I69_P3_WES	959717--210-R--A59AG8AV8I72IM6N78NT1_P6_WES	1.0	1.0	0.0	3.117	3.018	0.099
pdmr_wes_headneck	981375--231-R--ORIGINATOR_PT_WES	981375--231-R--T92TV2_P1_WES	0.2308	1.0	0.769	1.915	2.001	0.086
pdmr_wes_headneck	981375--231-R--ORIGINATOR_PT_WES	981375--231-R--T94UD3_R_P1_WES	0.2308	1.0	0.769	1.915	1.93	0.015
pdmr_wes_headneck	981375--231-R--T92TV2_P1_WES	981375--231-R--T92TV1_RG-M34_P2_WES	1.0	1.0	0.0	2.001	2.005	0.004
pdmr_wes_headneck	981375--231-R--T94UD3_R_P1_WES	981375--231-R--T92TV1_RG-M34_P2_WES	1.0	1.0	0.0	1.93	2.005	0.075
pdmr_wes_headneck	981375--231-R--T92TV1_RG-M34_P2_WES	981375--231-R--T95TV6VM3M177_P3_WES	1.0	0.9995	0.0	2.005	2.001	0.004
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF6V30U25_P2_WES	1.0	1.0	0.0	3.085	3.071	0.014
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF8V32_RG-VZ9_P3_WES	1.0	1.0	0.0	3.085	3.068	0.017
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF8V33_RG-VZ9_P3_WES	1.0	1.0	0.0	3.085	3.068	0.017
pdmr_wes_headneck	226611--082-R--XF6V27_P1_WES	226611--082-R--XF8V32_RG-VZ9_P3_WES	1.0	1.0	0.0	3.035	3.068	0.033
pdmr_wes_headneck	226611--082-R--XF7VA2_P1_WES	226611--082-R--XF8V32_RG-VZ9_P3_WES	1.0	1.0	0.0	3.067	3.068	0.001
pdmr_wes_headneck	226611--082-R--XF6V27_P1_WES	226611--082-R--XF8V33_RG-VZ9_P3_WES	1.0	1.0	0.0	3.035	3.068	0.033
pdmr_wes_headneck	226611--082-R--XF7VA2_P1_WES	226611--082-R--XF8V33_RG-VZ9_P3_WES	1.0	1.0	0.0	3.067	3.068	0.001
pdmr_wes_headneck	245127--232-R--KE6_P0_WES	245127--232-R--KE8KY7_RG-LW5_P2_WES	1.0	1.0	0.0	1.987	1.971	0.016
pdmr_wes_headneck	245127--232-R--KE6_P0_WES	245127--232-R--KE6L72N45VG1_P3_WES	1.0	1.0	0.0	1.987	1.97	0.017
pdmr_wes_headneck	245127--232-R--KE6L74_P1_WES	245127--232-R--KE6L72N45VG1_P3_WES	1.0	1.0	0.0	1.984	1.97	0.014
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE4M889M938_P3_WES	1.0	1.0	0.0	1.991	1.996	0.005
pdmr_wes_headneck	275155--148-R--ORIGINATOR_PT_WES	275155--148-R--T12T71TC0_P2_WES	0.3884	1.0	0.612	2.01	2.0	0.01
pdmr_wes_headneck	275155--148-R--ORIGINATOR_PT_WES	275155--148-R--T13T75TE5_P2_WES	0.3884	1.0	0.612	2.01	2.001	0.009
pdmr_wes_headneck	275155--148-R--ORIGINATOR_PT_WES	275155--148-R--T15TB2TX9_P2_WES	0.3884	1.0	0.612	2.01	2.0	0.01
pdmr_wes_headneck	275155--148-R--ORIGINATOR_PT_WES	275155--148-R--T16TJ3UK1_P2_WES	0.3884	1.0	0.612	2.01	1.999	0.011
pdmr_wes_headneck	297248--317-R--AS2NA9E78_P2_WES	297248--317-R--AS2NA9E78F14FG0G41HV4_P6_WES	0.9881	0.9899	0.002	1.965	1.959	0.006
pdmr_wes_headneck	297248--317-R--AS2NA9E79_P2_WES	297248--317-R--AS2NA9E78F14FG0G41HV4_P6_WES	1.0	0.9899	0.01	1.962	1.959	0.003
pdmr_wes_headneck	328373--195-R--ORIGINATOR_PT_WES	328373--195-R--G47GE9_P1_WES	0.3116	0.6609	0.349	2.96	2.988	0.028
pdmr_wes_headneck	328373--195-R--ORIGINATOR_PT_WES	328373--195-R--G48GJ3_P1_WES	0.3116	0.9998	0.688	2.96	2.928	0.032
pdmr_wes_headneck	328373--195-R--ORIGINATOR_PT_WES	328373--195-R--G47GF1GP6_P2_WES	0.3116	0.7265	0.415	2.96	2.995	0.035
pdmr_wes_headneck	328373--195-R--ORIGINATOR_PT_WES	328373--195-R--G49GM6GT6Y25_P3_WES	0.3116	0.711	0.399	2.96	2.953	0.007
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G47GF1GP6_P2_WES	0.7056	0.7265	0.021	2.973	2.995	0.022
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G49GM6GT6Y25_P3_WES	0.7056	0.711	0.005	2.973	2.953	0.02
pdmr_wes_headneck	328373--195-R--G47GE9_P1_WES	328373--195-R--G49GM6GT6Y25_P3_WES	0.6609	0.711	0.05	2.988	2.953	0.035
pdmr_wes_headneck	328373--195-R--G48GJ3_P1_WES	328373--195-R--G49GM6GT6Y25_P3_WES	0.9998	0.711	0.289	2.928	2.953	0.025
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H24WF0M892_P2_WES	1.0	1.0	0.0	3.037	3.035	0.002
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H26HF3M876_P2_WES	1.0	0.9611	0.039	3.037	3.158	0.121
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H24WF0M894X07_P3_WES	1.0	1.0	0.0	3.037	3.024	0.013
pdmr_wes_headneck	562742--068-R--H25HE5_P1_WES	562742--068-R--H24WF0M894X07_P3_WES	1.0	1.0	0.0	3.041	3.024	0.017
pdmr_wes_headneck	562742--068-R--H25HE8_P1_WES	562742--068-R--H24WF0M894X07_P3_WES	1.0	1.0	0.0	3.033	3.024	0.009
pdmr_wes_headneck	582836--169-R--ORIGINATOR_PT_WES	582836--169-R--A37AA1_P1_WES	0.8609	0.9545	0.094	1.996	2.009	0.013
pdmr_wes_headneck	582836--169-R--ORIGINATOR_PT_WES	582836--169-R--A38AC6_P1_WES	0.8609	0.9955	0.135	1.996	2.002	0.006
pdmr_wes_headneck	582836--169-R--ORIGINATOR_PT_WES	582836--169-R--A38AC8_P1_WES	0.8609	0.9834	0.123	1.996	2.002	0.006
pdmr_wes_headneck	582836--169-R--ORIGINATOR_PT_WES	582836--169-R--A39AH5_P1_WES	0.8609	0.9989	0.138	1.996	1.995	0.001
pdmr_wes_headneck	735871--273-R--ORIGINATOR_PT_WES	735871--273-R--GV1Y89_P1_WES	0.4731	1.0	0.527	2.08	1.948	0.132
pdmr_wes_headneck	735871--273-R--ORIGINATOR_PT_WES	735871--273-R--GU7Y57YM7_P2_WES	0.4731	0.9296	0.456	2.08	2.102	0.022
pdmr_wes_headneck	735871--273-R--ORIGINATOR_PT_WES	735871--273-R--GU8YF8X78_P2_WES	0.4731	0.9948	0.522	2.08	2.124	0.044
pdmr_wes_headneck	735871--273-R--ORIGINATOR_PT_WES	735871--273-R--GU9YA2X13_P2_WES	0.4731	0.9906	0.518	2.08	2.031	0.049
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GU7Y57YM7_P2_WES	0.8946	0.9296	0.035	2.149	2.102	0.047
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GU8YF8X78_P2_WES	0.8946	0.9948	0.1	2.149	2.124	0.025
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GU9YA2X13_P2_WES	0.8946	0.9906	0.096	2.149	2.031	0.118
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H04M898M143_P2_WES	1.0	1.0	0.0	3.003	3.0	0.003
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H04M898M143_P2_WES	0.9606	1.0	0.039	2.997	3.0	0.003
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H06HF7W51_P2_WES	1.0	0.9742	0.026	3.003	2.99	0.013
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H06HF7W51_P2_WES	0.9606	0.9742	0.014	2.997	2.99	0.007
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW5PV2F46_P2_WES	1.0	0.996	0.004	1.991	2.0	0.009
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW5PV2F46_P2_WES	0.9761	0.996	0.02	1.994	2.0	0.006
pdmr_wes_headneck	832693--133-R--VW3_P0_WES	832693--133-R--VW5PV2F44M91_P3_WES	1.0	1.0	0.0	1.991	2.006	0.015
pdmr_wes_headneck	832693--133-R--VW5_P0_WES	832693--133-R--VW5PV2F44M91_P3_WES	0.9761	1.0	0.024	1.994	2.006	0.012
pdmr_wes_headneck	832693--133-R--VW3M168_P1_WES	832693--133-R--VW5PV2F44M91_P3_WES	0.9979	1.0	0.002	1.99	2.006	0.016
pdmr_wes_headneck	832693--133-R--VW5PV3_P1_WES	832693--133-R--VW5PV2F44M91_P3_WES	1.0	1.0	0.0	2.01	2.006	0.004
pdmr_wes_headneck	845751--090-R--XM7_P0_WES	845751--090-R--XM7AY3V42_P2_WES	0.9881	1.0	0.012	3.008	3.01	0.002
pdmr_wes_headneck	845751--090-R--XM8_P0_WES	845751--090-R--XM7AY3V42_P2_WES	0.8183	1.0	0.182	3.035	3.01	0.025
pdmr_wes_headneck	845751--090-R--XM7_P0_WES	845751--090-R--XM8AA5_RG-VH4_P2_WES	0.9881	1.0	0.012	3.008	3.092	0.084
pdmr_wes_headneck	845751--090-R--XM8_P0_WES	845751--090-R--XM8AA5_RG-VH4_P2_WES	0.8183	1.0	0.182	3.035	3.092	0.057
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ6P86PG5_P2_WES	0.9856	1.0	0.014	3.081	3.049	0.032
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ6P86PG5_P2_WES	0.9956	1.0	0.004	3.089	3.049	0.04
pdmr_wes_headneck	915372--287-R--FJ4_P0_WES	915372--287-R--FJ6P86PG1M165_P3_WES	0.9856	0.9935	0.008	3.081	3.048	0.033
pdmr_wes_headneck	915372--287-R--FJ6_P0_WES	915372--287-R--FJ6P86PG1M165_P3_WES	0.9956	0.9935	0.002	3.089	3.048	0.041
pdmr_wes_headneck	915372--287-R--FJ4P73_P1_WES	915372--287-R--FJ6P86PG1M165_P3_WES	0.9968	0.9935	0.003	3.032	3.048	0.016
pdmr_wes_headneck	915372--287-R--FJ4P75_P1_WES	915372--287-R--FJ6P86PG1M165_P3_WES	1.0	0.9935	0.006	3.11	3.048	0.062
pdmr_wes_headneck	932174--294-R--KX4_P0_WES	932174--294-R--KX3N24Q81_P2_WES	1.0	1.0	0.0	1.981	1.967	0.014
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF1HJ6M187_P3_WES	1.0	1.0	0.0	2.994	3.02	0.026
pdmr_wes_headneck	958767--090-R--H50_P0_WES	958767--090-R--H50WF2HL0M193_P3_WES	1.0	1.0	0.0	2.994	2.927	0.067
pdmr_wes_headneck	981375--231-R--ORIGINATOR_PT_WES	981375--231-R--T92TV1_RG-M34_P2_WES	0.2308	1.0	0.769	1.915	2.005	0.09
pdmr_wes_headneck	981375--231-R--ORIGINATOR_PT_WES	981375--231-R--T95TV6VM3M177_P3_WES	0.2308	0.9995	0.769	1.915	2.001	0.086
pdmr_wes_headneck	981375--231-R--T92TV2_P1_WES	981375--231-R--T95TV6VM3M177_P3_WES	1.0	0.9995	0.0	2.001	2.001	0.0
pdmr_wes_headneck	981375--231-R--T94UD3_R_P1_WES	981375--231-R--T95TV6VM3M177_P3_WES	1.0	0.9995	0.0	1.93	2.001	0.071
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WS8_P1_WES	1.0	1.0	0.0	3.053	2.979	0.074
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WS9_P1_WES	1.0	1.0	0.0	3.053	3.033	0.02
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WT1_P1_WES	1.0	1.0	0.0	3.053	3.028	0.025
pdmr_wes_lung	258747--076-R--XB9WS8_P1_WES	258747--076-R--XB9WT1Y20_P2_WES	1.0	1.0	0.0	2.979	3.039	0.06
pdmr_wes_lung	258747--076-R--XB9WS9_P1_WES	258747--076-R--XB9WT1Y20_P2_WES	1.0	1.0	0.0	3.033	3.039	0.006
pdmr_wes_lung	258747--076-R--XB9WT1_P1_WES	258747--076-R--XB9WT1Y20_P2_WES	1.0	1.0	0.0	3.028	3.039	0.011
pdmr_wes_lung	349418--098-R--JS4_P0_WES	349418--098-R--JS4KX0_P1_WES	1.0	1.0	0.0	1.996	1.957	0.039
pdmr_wes_lung	349418--098-R--JS5_P0_WES	349418--098-R--JS4KX0_P1_WES	0.987	1.0	0.013	2.001	1.957	0.044
pdmr_wes_lung	349418--098-R--JU4_P0_WES	349418--098-R--JS4KX0_P1_WES	0.983	1.0	0.017	1.996	1.957	0.039
pdmr_wes_lung	349418--098-R--JS4KX0_P1_WES	349418--098-R--JU4KT5L04_P2_WES	1.0	1.0	0.0	1.957	1.999	0.042
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3US9_P1_WES	0.994	0.9959	0.002	2.922	2.898	0.024
pdmr_wes_lung	417821--307-R--TO3US9_P1_WES	417821--307-R--TO3UT0VL0_P2_WES	0.9959	1.0	0.004	2.898	2.964	0.066
pdmr_wes_lung	417821--307-R--TO3US9_P1_WES	417821--307-R--TO3UT3VL8_P2_WES	0.9959	1.0	0.004	2.898	2.949	0.051
pdmr_wes_lung	417821--307-R--TO3UT0VL0_P2_WES	417821--307-R--TO3UT1VL1Q87_P3_WES	1.0	0.9943	0.006	2.964	2.933	0.031
pdmr_wes_lung	417821--307-R--TO3UT0VL0_P2_WES	417821--307-R--TO3UT2VL5Q89_P3_WES	1.0	0.9638	0.036	2.964	2.938	0.026
pdmr_wes_lung	417821--307-R--TO3UT3VL8_P2_WES	417821--307-R--TO3UT1VL1Q87_P3_WES	1.0	0.9943	0.006	2.949	2.933	0.016
pdmr_wes_lung	417821--307-R--TO3UT3VL8_P2_WES	417821--307-R--TO3UT2VL5Q89_P3_WES	1.0	0.9638	0.036	2.949	2.938	0.011
pdmr_wes_lung	692585--246-R--ORIGINATOR_PT_WES	692585--246-R--AB7_P0_WES	0.5583	1.0	0.442	1.659	2.0	0.341
pdmr_wes_lung	692585--246-R--AB7_P0_WES	692585--246-R--AB7IJ0_P1_WES	1.0	0.9685	0.031	2.0	1.977	0.023
pdmr_wes_lung	692585--246-R--AB7IJ0_P1_WES	692585--246-R--AB7IJ0NI0_P2_WES	0.9685	0.9585	0.01	1.977	1.991	0.014
pdmr_wes_lung	692585--246-R--AB7IJ0NI0_P2_WES	692585--246-R--AB7IJ0NH9QS9_P3_WES	0.9585	1.0	0.041	1.991	2.003	0.012
pdmr_wes_lung	692585--246-R--AB7IJ0NI0_P2_WES	692585--246-R--AB7IJ1NK6M780_P3_WES	0.9585	1.0	0.041	1.991	1.979	0.012
pdmr_wes_lung	729321--352-R--YK2_P0_WES	729321--352-R--YK3-L_XS7_P1_WES	0.985	0.9676	0.017	2.925	2.921	0.004
pdmr_wes_lung	729321--352-R--YK2_P0_WES	729321--352-R--YK3-R_XS2_P1_WES	0.985	0.9527	0.032	2.925	2.929	0.004
pdmr_wes_lung	729321--352-R--YK2_P0_WES	729321--352-R--YK4WE2_P1_WES	0.985	1.0	0.015	2.925	2.908	0.017
pdmr_wes_lung	729321--352-R--YK3-R_P0_WES	729321--352-R--YK3-L_XS7_P1_WES	0.9724	0.9676	0.005	2.941	2.921	0.02
pdmr_wes_lung	729321--352-R--YK3-R_P0_WES	729321--352-R--YK3-R_XS2_P1_WES	0.9724	0.9527	0.02	2.941	2.929	0.012
pdmr_wes_lung	729321--352-R--YK3-R_P0_WES	729321--352-R--YK4WE2_P1_WES	0.9724	1.0	0.028	2.941	2.908	0.033
pdmr_wes_lung	729321--352-R--YK4_P0_WES	729321--352-R--YK3-L_XS7_P1_WES	1.0	0.9676	0.032	2.911	2.921	0.01
pdmr_wes_lung	729321--352-R--YK4_P0_WES	729321--352-R--YK3-R_XS2_P1_WES	1.0	0.9527	0.047	2.911	2.929	0.018
pdmr_wes_lung	729321--352-R--YK4_P0_WES	729321--352-R--YK4WE2_P1_WES	1.0	1.0	0.0	2.911	2.908	0.003
pdmr_wes_lung	827478--307-R--AO2_P0_WES	827478--307-R--AO2N44E18_P2_WES	1.0	1.0	0.0	3.027	3.095	0.068
pdmr_wes_lung	827478--307-R--AO2_P0_WES	827478--307-R--AO2N44_RG-J23_P2_WES	1.0	1.0	0.0	3.027	3.049	0.022
pdmr_wes_lung	827478--307-R--AO2N44E18_P2_WES	827478--307-R--AO2N44E18FN0_P3_WES	1.0	1.0	0.0	3.095	3.062	0.033
pdmr_wes_lung	827478--307-R--AO2N44_RG-J23_P2_WES	827478--307-R--AO2N44E18FN0_P3_WES	1.0	1.0	0.0	3.049	3.062	0.013
pdmr_wes_lung	952719--076-R--ORIGINATOR_PT_WES	952719--076-R--P53_P0_WES	0.6424	1.0	0.358	1.905	2.067	0.162
pdmr_wes_lung	952719--076-R--ORIGINATOR_PT_WES	952719--076-R--P56_P0_WES	0.6424	0.9835	0.341	1.905	2.139	0.234
pdmr_wes_lung	952719--076-R--ORIGINATOR_PT_WES	952719--076-R--P57_P0_WES	0.6424	0.9546	0.312	1.905	2.107	0.202
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P53PH1_P1_WES	1.0	0.9857	0.014	2.067	2.309	0.242
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P54PH6_P1_WES	1.0	0.9906	0.009	2.067	2.326	0.259
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P56PH7_P1_WES	1.0	1.0	0.0	2.067	2.212	0.145
pdmr_wes_lung	952719--076-R--P53_P0_WES	952719--076-R--P57PE2_P1_WES	1.0	1.0	0.0	2.067	2.184	0.117
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P53PH1_P1_WES	0.9835	0.9857	0.002	2.139	2.309	0.17
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P54PH6_P1_WES	0.9835	0.9906	0.007	2.139	2.326	0.187
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P56PH7_P1_WES	0.9835	1.0	0.016	2.139	2.212	0.073
pdmr_wes_lung	952719--076-R--P56_P0_WES	952719--076-R--P57PE2_P1_WES	0.9835	1.0	0.016	2.139	2.184	0.045
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P53PH1_P1_WES	0.9546	0.9857	0.031	2.107	2.309	0.202
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P54PH6_P1_WES	0.9546	0.9906	0.036	2.107	2.326	0.219
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P56PH7_P1_WES	0.9546	1.0	0.045	2.107	2.212	0.105
pdmr_wes_lung	952719--076-R--P57_P0_WES	952719--076-R--P57PE2_P1_WES	0.9546	1.0	0.045	2.107	2.184	0.077
pdmr_wes_lung	997726--040-R--ORIGINATOR_PT_WES	997726--040-R--X17_P0_WES	0.4366	0.9581	0.521	2.94	3.001	0.061
pdmr_wes_lung	997726--040-R--ORIGINATOR_PT_WES	997726--040-R--X18_P0_WES	0.4366	0.9591	0.522	2.94	2.997	0.057
pdmr_wes_lung	997726--040-R--X17_P0_WES	997726--040-R--X15W14_P1_WES	0.9581	0.9865	0.028	3.001	2.929	0.072
pdmr_wes_lung	997726--040-R--X17_P0_WES	997726--040-R--X16XX3_P1_WES	0.9581	0.9197	0.038	3.001	2.968	0.033
pdmr_wes_lung	997726--040-R--X17_P0_WES	997726--040-R--X18W29_P1_WES	0.9581	0.9429	0.015	3.001	2.977	0.024
pdmr_wes_lung	997726--040-R--X17_P0_WES	997726--040-R--X19XY3_P1_WES	0.9581	0.9712	0.013	3.001	2.993	0.008
pdmr_wes_lung	997726--040-R--X18_P0_WES	997726--040-R--X15W14_P1_WES	0.9591	0.9865	0.027	2.997	2.929	0.068
pdmr_wes_lung	997726--040-R--X18_P0_WES	997726--040-R--X16XX3_P1_WES	0.9591	0.9197	0.039	2.997	2.968	0.029
pdmr_wes_lung	997726--040-R--X18_P0_WES	997726--040-R--X18W29_P1_WES	0.9591	0.9429	0.016	2.997	2.977	0.02
pdmr_wes_lung	997726--040-R--X18_P0_WES	997726--040-R--X19XY3_P1_WES	0.9591	0.9712	0.012	2.997	2.993	0.004
pdmr_wes_lung	258747--076-R--XB9_P0_WES	258747--076-R--XB9WT1Y20_P2_WES	1.0	1.0	0.0	3.053	3.039	0.014
pdmr_wes_lung	349418--098-R--JS4_P0_WES	349418--098-R--JU4KT5L04_P2_WES	1.0	1.0	0.0	1.996	1.999	0.003
pdmr_wes_lung	349418--098-R--JS5_P0_WES	349418--098-R--JU4KT5L04_P2_WES	0.987	1.0	0.013	2.001	1.999	0.002
pdmr_wes_lung	349418--098-R--JU4_P0_WES	349418--098-R--JU4KT5L04_P2_WES	0.983	1.0	0.017	1.996	1.999	0.003
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT0VL0_P2_WES	0.994	1.0	0.006	2.922	2.964	0.042
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT3VL8_P2_WES	0.994	1.0	0.006	2.922	2.949	0.027
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT1VL1Q87_P3_WES	0.994	0.9943	0.0	2.922	2.933	0.011
pdmr_wes_lung	417821--307-R--TO3_P0_WES	417821--307-R--TO3UT2VL5Q89_P3_WES	0.994	0.9638	0.03	2.922	2.938	0.016
pdmr_wes_lung	417821--307-R--TO3US9_P1_WES	417821--307-R--TO3UT1VL1Q87_P3_WES	0.9959	0.9943	0.002	2.898	2.933	0.035
